"문화재 일련번호","문화재명칭_한글","한자","영문","수량ㆍ규모","규격","구조ㆍ형식","재질","조성연대","측량성과","소재지ㆍ보관장소_자치구","기타주소","관리청","지정일","해제일"
"11092","성북동 이종석 별장","城北洞 李鍾奭 別莊","Lee Jongseok’s Villa in Seongbuk-dong"," 건물 2棟, 토지 249.3㎡","부동산건조물 대상항목 아님","단층 팔작지붕","석조 기단, 목조","","","성북구"," 성북로 131 (성북동)","","19770317",""
"11093","상허 이태준 가옥","尙虛 李泰俊 家屋","Yi Taejun's House"," 건물 1棟, 토지 126.8㎡","부동산건조물 대상항목 아님","전면부 팔작지붕, 후면부맞배지붕","석조 기단, 목조","","","성북구"," 성북동 248, 85-73","","19770317",""
"11094","반계 윤웅렬 별장","磻溪 尹雄烈 別莊","Yun Eungryeol's House in Buam-dong"," 건물 3棟, 바위 1基, 못 1基, 소폭포 1基, 토지 413.5㎡","부동산건조물 대상항목 아님","안채, 사랑채및광채, 문간채","석조 기단, 목조","","","종로구"," 창의문로5길 10-1 (부암동), 349","","19770317",""
"11095","원서동 백홍범 가옥","苑西洞 白鴻範 家屋","Baek Hongbeom's House in Wonseo-dong"," 건물 2棟, 토지 128.5㎡","부동산건조물 대상항목 아님","팔작지붕 및 맞배지붕","석조 기단, 목조","","","종로구"," 창덕궁5길 22-8 (원서동),원서동 9-14, 9-29","","19770317",""
"11096","가회동 한씨 가옥","嘉會洞 韓氏 家屋","Korea Development Bank Managing House in Gahoe-dong"," 건물 2棟, 토지 558..4㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","1920년대로 추정","","종로구"," 가회동 175-2, 176-1,  178, 210-3","","19770317",""
"11097","경운동 민병옥 가옥","慶雲洞 閔丙玉 家屋","Min Ikdu's House in Gyeongun-dong"," 건물 1棟, 토지 306.4㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","1938년","","종로구"," 경운동 66-7","","19770317",""
"11098","월계동 각심재","月溪洞 恪心齋","Gaksimjae in Wolgye-dong "," 건물 1棟, 토지 365.9㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","1938년, 1994년 3월 8일 현 위치로 이전","","노원구"," 월계동 766","","19770317",""
"11099","용강동 정구중 가옥","龍江洞 鄭求中 家屋",""," 건물 4棟, 토지 411.7㎡","부동산건조물 대상항목 아님","대지 241평, 건평 17평의 ㅁ자집. 안채, 별채, 창고로 구분되며 안채는 5량구조이고 대들보는 30㎝x45㎝","석불","일제강점기","","마포구"," 용강동 335","","19770317",""
"11100","부마도위 박영효가옥","駙馬都尉 朴泳孝家屋",""," 건물 1棟, 토지 422.2㎡","부동산건조물 대상항목 아님","단층 팔작지붕, 맞배지붕","석조 기단, 목조","","","중구"," 퇴계로34길 28 남산골한옥마을 (필동2가)","서울특별시","19770317",""
"11101","운니동 김승현 가옥(운현궁 영로당)","雲泥洞 金承鉉 家屋(雲峴宮 永老堂)","Gim Seunghyeon’s House in Unni-dong <Yeongnodang in Unhyeongung (Palace)>"," 건물 2棟, 토지 385.9㎡","부동산건조물 대상항목 아님","안채와 사랑채를 대청으로 잊는 'ㄷ'자형, 안채(2칸크기 대청), 사랑채(동쪽 큰사랑 3칸, 서쪽 작은사랑 2칸), 행랑채(앞면 10칸 옆면 1칸), 부엌(2칸), 팔작지붕에 홑처마","목조","","","종로구"," 삼일대로 470 (운니동)","","19770317",""
"11102","삼각동 도편수 이승업 가옥","三角洞 都片手 李承業 家屋","Carpenter Yi Seungeop's House in Samgak-dong"," 건물 2棟, 토지 237.7㎡","부동산건조물 대상항목 아님","팔작지붕, 맞배지붕","석조 기단, 목조","","","중구"," 퇴계로34길 28  남산골한옥마을 (필동2가)","서울특별시","19770317",""
"11103","숭보사","崇報祠",""," 건물 2棟, 토지 85.2㎡","부동산건조물 대상항목 아님","살림채 정면 4칸 측면 2칸, 팔작 지붕, 맞배지붕, 사당 정면 4칸 측면 1칸, 맞배지붕","석조 기단, 목조","","","종로구"," 성균관로7길 1 (명륜동3가)","","19770317",""
"11104","가회동 백인제 가옥","嘉會洞 白麟濟 家屋","Paik Inje's House in Gahoe-dong"," 건물 5棟, 토지 725.1㎡","부동산건조물 대상항목 아님","연와조","목조가옥, 화강암","조선시대, 1874년","","종로구"," 가회동 93-1","","19770317",""
"11105","옥인동서용택가","","House of Empress Sunjeong's Parents","일곽","부동산건조물 대상항목 아님","대청, 사이대청, 방1개, 광3개, 대문간, 부엌(상부다락)","석조기단, 목조","1875년대 추정","","종로구","옥인동 47-133","","19770317","19970220"
"11106","제기동 해풍부원군 윤택영 재실","祭基洞 海豊府院君 尹澤榮 齋室","Yun Taekyeong's Jaesil in Jegi-dong"," 건물 2棟, 토지 536.3㎡","부동산건조물 대상항목 아님","몸채 팔작지붕, 맞배지붕, 사당 박공지붕","석조기단, 목조","","","중구"," 퇴계로34길 28 남산골한옥마을 (필동2가) ","서울특별시","19770905",""
"11107","장위동 김진흥 가옥","長位洞 金鎭興 家屋","Gim Jinheung's House in Jangwi-dong"," 건물 3棟, 토지 778.8㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","","","성북구","돌곶이로34길 4-11 (장위동), 장위동 76-59","","19770905",""
"11108","안국동윤보선가","安國洞 尹潽善家","","일곽","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","","","종로구","윤보선길 62 (안국동)","","19770317","20020330"
"11109","혜화동 김상협 가옥","惠化洞 金相浹 家屋","Kim Sanghyeop's House in Hyehwa-dong"," 건물 2棟, 토지 342.1㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","","","종로구"," 혜화로6길 63 (혜화동)","","19920110",""
"11110","체부동 홍종문 가옥","體府洞 洪鍾文 家屋","Hong Jongmun's House in Chebu-dong"," 건물 2棟, 토지 468.3㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","","","종로구"," 체부동 127-5, 128-2, 157-1, 158-1, 자하문로5길 23-2, 자하문로5길 25, 자하문로5길 33 (체부동) ","","19940228",""
"11111","가회동 김형태 가옥","嘉會洞 金炯泰 家屋","Gim Hyeongtae’s House in Gahoe-dong"," 건물 3棟, 토지 254.2㎡","부동산건조물 대상항목 아님","팔작지붕","석조 기단, 목조","","","종로구"," 가회동 8-3, 북촌로 69, 북촌로 67-4 (가회동)","","19990710",""
"11112","만리동 정영국 가옥","萬里洞 鄭榮國 家屋","Jeong Yeongguk’s House in Malli-dong"," 건물 4棟, 토지 227.3㎡","부동산건조물 대상항목 아님","지하 1층(면적 13.22㎡)·지상 1층(125.62㎡), 구조는 기와를 올린 목조 건물, 1949년 건물 서쪽에 지상 2층(총 면적 62.81㎡) 규모로 목조 함석지붕 건물을 증축","목조","","","중구"," 만리재로21길 8 (만리동2가), 만리동 2가 210-1","","20060501",""
"11113","옥인동 박노수 가옥","玉仁洞 朴魯壽 家屋","Park Nosu's House in Ogin-dong"," 건물 1棟, 토지 173.2㎡","부동산건조물 대상항목 아님","2층, 한옥 중국 양옥 절충식","벽돌조, 목조","","","종로구"," 옥인1길 34 (옥인동)","","19910528",""
"11114","가회동 이준구 가옥","嘉會洞 李俊九 家屋","Yi Jungu's House"," 건물 1棟, 토지 250.5㎡","부동산건조물 대상항목 아님","2층 양옥 박공지붕","화강암","","","종로구"," 북촌로11가길 49 (가회동)","","19910528",""
"11115","종친부 터 우물","宗親府 터 우물","Well at the Site of the Old Jongchinbu"," 1基,  높이 34㎝, 지름 182㎝, 두께 30㎝","부동산건조물 대상항목 아님","두 덩이의 돌을 붙여 원형으로 만듦","화강암, 내부-자연석","","","종로구"," 삼청로 36  기무사 내 (소격동)","","20020315",""
"11116","부안군 이석수 묘역","扶安君 李碩壽 墓域","Graveyard for Prince Buan Yi Seoksu"," 분묘 2基, 석물 6基, 토지 321㎡","부동산건조물 대상항목 아님","분묘 2기, 석물 6기 ","복합","","","동작구"," 현충로 210 국립현충원 (동작동) ","국방부","20050915",""
"11117","진관사 칠성각","津寬寺 七星閣","Chilseonggak Hall of Jingwansa Temple"," 건물 1棟, 토지 18㎡","부동산건조물 대상항목 아님","맞배지붕, 정면 겹처마, 후면 홑처마, 민도리","목조","","","은평구","진관길 73 (진관동) ","","20061019",""
"11118","진관사 독성전","津寬寺 獨聖澱","Dokseongjeon Hall of Jingwansa Temple"," 건물 1棟, 토지 8㎡","부동산건조물 대상항목 아님","맞배지붕, 정면 겹처마, 후면 홑처마, 민도리","목조","","","은평구"," 진관길 73 (진관동)","","20061019",""
"11119","마포 최사영 가옥","麻浦 崔思永 家屋","Choe Sayeong’s House in Mapo"," 건물 1棟, 토지 153㎡","부동산건조물 대상항목 아님","오량가(五樑架) 목조 기와집 ‘ㄱ’자형 평면에 홑처마 팔작지붕","목조","","","성북구"," 선잠로 68-20 (성북동), 성북동 산11-18","","20070530",""
"11120","서울 숭례문","서울 崇禮門","Seoul Sungnyemun"," 1棟(1,318.8㎡)","부동산건조물 대상항목 아님","1동 정면 5칸ㆍ측면 2칸, 2층의 우진 각 지붕 다포집 ","석조 기단, 목조","","","중구","세종대로 40 (남대문로4가)","중구청","19621220",""
"11122","김천 갈항사지 동ㆍ서 삼층석탑","金泉 葛項寺址 東ㆍ西 三層石塔",""," 2基","부동산건조물 대상항목 아님","높이 동탑 4.3m, 서탑 4m, 2층의 기단부에 3층의 탑 신부를 갖춘 일반형 석탑","화강암","통일신라시대, 경덕왕 17년(758)","","용산구"," 서빙고로 137, 국립중앙박물관 (용산동6가) ","","19621220",""
"11123","개성 남계원지 칠층석탑 ","開城 南溪院址 七層石塔",""," 1基","부동산건조물 대상항목 아님","높이 7.54m, 2층의 기단부 7층의 탑신부를 갖춘 일반 형 석탑","화강암","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가) ","","19621220",""
"11124","원주 법천사지 지광국사탑","原州 法泉寺址 智光國師塔",""," 1基","부동산건조물 대상항목 아님","높이 6.1m","화강암","고려시대, 문종 21년(1067)","","종로구","세종로 1 경복궁 내 ","","19621220",""
"11125","충주 정토사지 홍법국사탑","忠州 淨土寺址 弘法國師塔",""," 1基","부동산건조물 대상항목 아님","총높이 2.55m, 하층 기단폭 1.7m ,8각을 기본으로 하는 신라의 부도형식","석조","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가) ","","19621220",""
"11126","(전)원주 흥법사지 염거화상탑 ","(傳) 原州 興法寺址 廉居和尙塔",""," 1基","부동산건조물 대상항목 아님","높이 1.7m","화강암","통일신라 시대, 문성왕 6년(1067)","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가) ","","19621220",""
"11127","산청 범학리 삼층석탑","山淸 泛鶴里 三層石塔",""," 1基","부동산건조물 대상항목 아님","높이 4.8m , 2단의 기단위에 3층의 탑신을 올린 일반적인 모습","석조","통일신라","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가) ","","19621220",""
"11128","경복궁 근정전","景福宮 勤政殿",""," 1棟","부동산건조물 대상항목 아님","정면 5칸,측면 5칸 크기의 2층건물로 팔작지붕","목조","","","종로구","삼청로 37, 경복궁 (세종로) ","문화재청","19850108",""
"11129","경복궁 경회루","景福宮 慶會樓",""," 1棟","부동산건조물 대상항목 아님","정면 7칸 측면 5칸, 2층 이익공계 팔작지붕","석조 기단, 목조","조선시대","","종로구","삼청로 37, 경복궁 (세종로) ","문화재청","19850108",""
"11130","창덕궁 인정전","昌德宮 仁政殿",""," 1棟","부동산건조물 대상항목 아님","정면 5칸, 측면 4칸, 중층 다포계 팔작지붕","2중 석조 월대(기단), 목조","조선시대","","종로구","율곡로 99, 창덕궁 (와룡동) ","문화재청","19850108",""
"11131","창경궁 명정전","昌慶宮 明政殿",""," 1棟","부동산건조물 대상항목 아님","명정문 정면 3칸 측면 2칸, 단층 다포계 팔작지붕","석조 기단, 목조","조선시대","","종로구","창경궁로 185, 창경궁 (와룡동) ","문화재청","19850108",""
"11132","종묘 정전","宗廟 正殿",""," 1廓","부동산건조물 대상항목 아님","정면 태실 19칸 익랑 2칸, 동·서월랑 정면 5칸, 측면 1 칸, 단층 이익공 맞배지붕","석조 월대(기단), 목조","조선시대","","종로구","종로 157, 종묘 (훈정동)","문화재청","19850108",""
"11133","서울 흥인지문","서울 興仁之門","Seoul Heunginjimun"," 1棟(1,131.7㎡)","부동산건조물 대상항목 아님","정면 5칸, 측면 2칸, 2층의 우진각지붕 다포집","석조기단, 목조","","","종로구","종로 288 (종로6가) ","문화재청","19630121",""
"11134","서울 문묘 및 성균관<대성전,동무,서무,명륜당,삼문>","서울 文廟 및 成均館<大成殿,東&#24289;,西&#24289;,明倫堂,三門>",""," 5棟(2,296.9㎡)","부동산건조물 대상항목 아님","대성전 정면 5칸, 측면 4칸, 단층 다포계 팔작지붕 명륜당 정면 3칸, 측면 3칸, 단층 익공계 맞배지붕 동,서무 정면11칸, 측면 2칸, 단층 익공계 맞배지붕 삼문 정면 3칸, 측면 2칸, 단층 익공계 맞배지붕","석조 기단, 목조","","","종로구"," 성균관로 25-2 (명륜3가)","문화재청","19630121",""
"11135","서울 동관왕묘","서울 東關王廟","Seoul Donggwanwangmyo"," 1廓(1,813.4㎡)","부동산건조물 대상항목 아님","정면 5칸, 측면 4칸, 단층 팔작/맞배지붕","석조 기단, 목조","","","종로구","난계로27길 84 (숭인동) ","문화재청","19630121",""
"11136","서울 홍제동 5층석탑","서울 弘濟洞 五層石塔",""," 1基","부동산건조물 대상항목 아님","높이 3.51m, 5층의 탑신부만 현존","화강암","","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가) ","","19630121",""
"11137","서울 사직단 정문","서울 社稷壇 正門","Front Gate of Sajikdan in Seoul"," 1棟","부동산건조물 대상항목 아님","정면 3칸, 측면 2칸, 단층맞배지붕","목조","조선 숙종 47년(1720)","","종로구"," 사직동 1-38","문화재청","19630121",""
"11138","원주 거돈사지 원공국사탑 ","原州 居頓寺址 圓空國師塔",""," 1基","부동산건조물 대상항목 아님","높이 2.68m","화강암","","","용산구"," 서빙고로 137 국립중앙박물관","","19630121",""
"11139","서울 장의사지 당간지주","서울 莊義寺址 幢竿支柱","Flagpole Supports in Janguisa Temple Site"," 1基","부동산건조물 대상항목 아님","높이 3.63m","석조","","","종로구","세검정로9길 1 (신영동)","문화재청","19630121",""
"11140","여주 고달사지 쌍사자 석등 ","驪州 高達寺址 雙獅子 石燈",""," 1基","부동산건조물 대상항목 아님","높이 2.94m","석조","","","용산구"," 서빙고로 137, 국립중앙박물관 (용산동6가) ","","19630121",""
"11141","(전)양평 보리사지 대경대사탑 ","傳 楊平 菩提寺址 大鏡大師塔","(Religious) Stone Pagoda"," 1基","부동산건조물 대상항목 아님","높이 2.7m","화강암","","","서대문구","이화여대길 52 박물관(신촌동)","","19630121",""
