"연번","업소명","업종","업태","소재지","도로명주소","전화번호","한실수","양실수"
"91","호스텔와우(광화문점)","숙박업(일반)","여관업","서울특별시 종로구 당주동 167번지 3호","서울특별시 종로구 새문안로5길 11-9, (당주동)","02-723-6020","4","15"
"92","세종","숙박업(일반)","여관업","서울특별시 종로구 창신동 392번지 7호","서울특별시 종로구 종로52길 50-2, (창신동)","02-764-2158","24",""
"93","수모텔","숙박업(일반)","여관업","서울특별시 종로구 필운동 131번지","서울특별시 종로구 사직로9길 10, (필운동)","02-738-4623","31",""
"94","H.H 모텔","숙박업(일반)","여관업","서울특별시 종로구 관훈동 99번지","서울특별시 종로구 인사동14길 7, (관훈동)","02-734-4265","12",""
"95","명주호텔","숙박업(일반)","여관업","서울특별시 종로구 관훈동 106번지","서울특별시 종로구 인사동16길 6, (관훈동)","02-733-3033","2","19"
"96","호텔가온","숙박업(일반)","여관업","서울특별시 종로구 창신동 459번지 27호","서울특별시 종로구 종로48길 17, (창신동)","010-5642-1222","16",""
"97","펠리스 모텔","숙박업(일반)","여관업","서울특별시 종로구 명륜2가 21번지 15호","서울특별시 종로구 창경궁로 258-6, (명륜2가)","02-745-3578","","18"
"98","대성","숙박업(일반)","여관업","서울특별시 종로구 명륜4가 46번지 3호","서울특별시 종로구 대명길 19-4, (명륜4가)","02-3673-2028","11",""
"99","리베라","숙박업(일반)","여관업","서울특별시 종로구 창신동 216번지","서울특별시 종로구 종로 329-3, (창신동)","02-763-3539","13",""
"100","꾸띠","숙박업(일반)","여관업","서울특별시 종로구 돈의동 76번지 2호","서울특별시 종로구 수표로26길 10, (돈의동)","02-742-8238","10","21"
"101","은진여관","숙박업(일반)","여관업","서울특별시 종로구 숭인동 1086번지","서울특별시 종로구 숭인동길 46, (숭인동)","02-926-8824","23","13"
"102","케이하우스 동대문","숙박업(일반)","여관업","서울특별시 종로구 숭인동 200번지 36호","서울특별시 종로구 난계로29길 60, (숭인동)","02-2236-5424","","35"
"103","호텔 제로","숙박업(일반)","여관업","서울특별시 종로구 원남동 257번지 1호","서울특별시 종로구 창경궁로 135-9, (원남동)","02-3673-1005","7","6"
"104","호텔통","숙박업(일반)","여관업","서울특별시 종로구 종로5가 54번지 2호","서울특별시 종로구 종로 227-6, (종로5가)","02-741-3078","16","1"
"105","에어호스텔 동대문","숙박업(일반)","여관업","서울특별시 종로구 효제동 233번지 3호","서울특별시 종로구 대학로2길 25-2, 2-4층 (효제동)","02-742-6696","18",""
"106","케이게스트하우스(K-GUEST HOUSE INSADONG)","숙박업(일반)","여관업","서울특별시 종로구 관훈동 13번지 2호","서울특별시 종로구 인사동길 30-9, (관훈동)","02-732-4731","8","8"
"107","인사호스텔","숙박업(일반)","여관업","서울특별시 종로구 관훈동 95번지","서울특별시 종로구 인사동14길 48, (관훈동)","02-732-1682","15",""
"108","호텔팩토리(HOTEL FACTORY)","숙박업(일반)","여관업","서울특별시 종로구 낙원동 233번지","서울특별시 종로구 종로17길 46, (낙원동)","02-742-0327","15",""
"109","24 게스트하우스","숙박업(일반)","여관업","서울특별시 종로구 종로5가 118번지","서울특별시 종로구 종로31길 12-5, (종로5가)","02-747-1002","18",""
"110","미니호텔달콤2","숙박업(일반)","여인숙업","서울특별시 종로구 창신동 449번지 15호","서울특별시 종로구 종로46가길 15-4, (창신동)","02-744-7740","10",""
"111","미니호텔달콤1","숙박업(일반)","여인숙업","서울특별시 종로구 창신동 449번지 1호","서울특별시 종로구 종로48길 26-4, (창신동)","02-742-7486","12",""
"112","현대","숙박업(일반)","여인숙업","서울특별시 종로구 창신동 448번지 11호","서울특별시 종로구 종로46가길 16, (창신동)","02-764-4211","12",""
"113","미시간","숙박업(일반)","여관업","서울특별시 종로구 숭인동 201번지 25호","서울특별시 종로구 난계로29길 43, (숭인동)","02-2252-6820","17","15"
"114","수송장","숙박업(일반)","여관업","서울특별시 종로구 수송동 48번지","서울특별시 종로구 율곡로4길 59, (수송동)","02-732-0861","16","14"
"115","세느","숙박업(일반)","여관업","서울특별시 종로구 낙원동 122번지","서울특별시 종로구 돈화문로11길 28-5, (낙원동)","02-745-4664","12","5"
"116","금성여관","숙박업(일반)","여관업","서울특별시 종로구 효제동 245번지 1호","서울특별시 종로구 대학로2길 9-1, (효제동)","02-763-9956","8",""
"117","쉘라근","숙박업(일반)","여관업","서울특별시 종로구 명륜4가 196번지 9호","서울특별시 종로구 창경궁로 229-8, (명륜4가)","02-762-4620","14",""
"118","와이키키","숙박업(일반)","여관업","서울특별시 종로구 숭인동 1409번지","서울특별시 종로구 난계로29길 19-3, (숭인동)","02-2232-9027","","19"
"119","짝모텔","숙박업(일반)","여관업","서울특별시 종로구 명륜4가 66번지 2호","서울특별시 종로구 대명1길 18, (명륜4가)","02-762-3634","13",""
"120","카오산 미스터씨 스토리","숙박업(일반)","여관업","서울특별시 종로구 관수동 56번지","서울특별시 종로구 종로18길 7, (관수동)","02-265-5284","4","17"
"121","국일장","숙박업(일반)","여관업","서울특별시 종로구 돈의동 75번지 1호","서울특별시 종로구 수표로26길 18, (돈의동)","02-762-0429","12","11"
"122","쁘띠호텔 통통","숙박업(일반)","여관업","서울특별시 종로구 봉익동 6번지 0호","서울특별시 종로구 율곡로10길 91, (봉익동)","02-745-5758","19","10"
"123","동양여관","숙박업(일반)","여관업","서울특별시 종로구 숭인동 249번지","서울특별시 종로구 종로58길 12, (숭인동)","02-2252-0983","7","12"
"124","피터캣","숙박업(일반)","여관업","서울특별시 종로구 익선동 29번지","서울특별시 종로구 돈화문로11나길 59, (익선동)","02-763-4249","29",""
"206","앨리스(Alice)","숙박업(일반)","여관업","서울특별시 종로구 익선동 30번지 1호","서울특별시 종로구 돈화문로11나길 63, (익선동)","02-743-7984","0","27"
"207","나포레 호텔","숙박업(일반)","일반호텔","서울특별시 종로구 관수동 113번지 1호","서울특별시 종로구 수표로18가길 17, (관수동)","02-2277-6511","0","52"
"208","인서울게스트","숙박업(일반)","일반호텔","서울특별시 종로구 인사동 75번지 1호","서울특별시 종로구 삼일대로 405, 5층 (인사동)","010-5292-7797","0","0"
"209","글로벌인 동대문 시티데이즈 인","숙박업(일반)","일반호텔","서울특별시 종로구 창신동 460번지 1호","서울특별시 종로구 종로48길 12, 1,2층 (창신동)","02-2273-3193","0","29"
"210","아름호스텔","숙박업(일반)","관광호텔","서울특별시 종로구 견지동 21번지 1층","서울특별시 종로구 율곡로4길 11-3, 1층 (견지동)","010-6656-3826","","6"
"211","꿈의궁전","숙박업(일반)","일반호텔","서울특별시 종로구 낙원동 132번지 5호","서울특별시 종로구 수표로26길 9, (낙원동)","","0","25"
"212","포시즌스 호텔 서울(Fourseasons Hotel Seoul)","숙박업(일반)","일반호텔","서울특별시 종로구 당주동 29번지","서울특별시 종로구 새문안로 97, 10~25층 (당주동)","02-6030-5000","0","317"
"213","호텔 슬리피판다","숙박업(일반)","숙박업 기타","서울특별시 종로구 관철동 37번지 1호","서울특별시 종로구 청계천로 97-6, (관철동)","","0","21"
"214","신라스테이 광화문","숙박업(일반)","일반호텔","서울특별시 종로구 수송동 51번지 8호","서울특별시 종로구 삼봉로 71, (수송동)","02-6060-9000","0","339"
"215","헤르츠","숙박업(일반)","일반호텔","서울특별시 종로구 낙원동 108번지 1호","서울특별시 종로구 돈화문로11길 44, (낙원동)","02-763-5600","0","44"
"216","케이게스트하우스인사동2","숙박업(일반)","숙박업 기타","서울특별시 종로구 관철동 43번지 15호","서울특별시 종로구 종로8길 15, 4~5층 (관철동)","070-7788-3399","0","14"
"217","호텔베뉴지","숙박업(일반)","관광호텔","서울특별시 종로구 관수동 124번지","서울특별시 종로구 청계천로 117, (관수동)","02-2223-6500","","163"
"218","마우이(Maui)","숙박업(일반)","여관업","서울특별시 종로구 숭인동 201번지 15호","서울특별시 종로구 종로66가길 14, (숭인동)","070-8945-8818","","28"
"219","아이비레지던스","숙박업(일반)","여인숙업","서울특별시 종로구 관철동 18번지 7호","서울특별시 종로구 우정국로2길 35, 5층 (관철동)","02-722-0666","0","38"
"220","화성여관","숙박업(일반)","여관업","서울특별시 중구 산림동 84번지 4호","서울특별시 중구 창경궁로5가길 27-4, (산림동)","02-2265-4186","1","11"
"221","명동 킹콩호텔(KingKong Hotel)","숙박업(일반)","여관업","서울특별시 중구 회현동1가 185번지 2호","서울특별시 중구 퇴계로8길 2-1, (회현동1가)","02-775-0202","1","13"
"222","미도호텔","숙박업(일반)","여관업","서울특별시 중구 회현동1가 70번지 0호","서울특별시 중구 퇴계로10길 20-3, (회현동1가)","02-777-8553","0","32"
"223","대도여관","숙박업(일반)","여관업","서울특별시 중구 회현동1가 76번지 4호","서울특별시 중구 퇴계로4길 52-19, (회현동1가)","02-754-8833","0","14"
"224","뉴썬게스트하우스","숙박업(일반)","여관업","서울특별시 중구 회현동1가 74번지 1호","서울특별시 중구 퇴계로10길 36, (회현동1가)","02-755-0993","2","18"
"225","사보이 호텔","숙박업(일반)","관광호텔","서울특별시 중구 충무로1가 23번지 1호","서울특별시 중구 명동8나길 10, (충무로1가)","02-778-5555","","103"
"226","메트로호텔","숙박업(일반)","관광호텔","서울특별시 중구 을지로2가 199번지 33호","서울특별시 중구 명동9가길 14, (을지로2가)","02-2176-3121","","75"
"227","중앙여인숙","숙박업(일반)","여인숙업","서울특별시 중구 황학동 754번지 0호 (3/5)","","02-2238-6985","10","0"
"228","동도모텔","숙박업(일반)","여관업","서울특별시 중구 남산동1가 12번지 2호","서울특별시 중구 퇴계로18길 30, (남산동1가)","02-755-6257","","20"
"229","옥천여관","숙박업(일반)","여관업","서울특별시 중구 입정동 167번지 0호","서울특별시 중구 충무로 68-9, (입정동)","02-2275-0964","12","4"
"230","명보여관","숙박업(일반)","여관업","서울특별시 중구 초동 51번지 5호","서울특별시 중구 마른내로2길 15-16, (초동)","02-2274-3366","2","13"
"231","스타호스텔(star hostel)","숙박업(일반)","여관업","서울특별시 중구 남학동 17번지 1호","서울특별시 중구 퇴계로28길 12, (남학동)","02-2272-0790","","10"
"232","프린스","숙박업(일반)","여관업","서울특별시 중구 신당동 374번지 10호","서울특별시 중구 다산로 131, (신당동)","02-2252-5287","2","12"
"233","백금여관","숙박업(일반)","여관업","서울특별시 중구 을지로7가 18번지 9호","서울특별시 중구 퇴계로 343-12, (을지로7가)","02-2279-6579","0","10"
"234","(주)뉴오리엔탈관광호텔","숙박업(일반)","관광호텔","서울특별시 중구 회현동3가 10번지","서울특별시 중구 퇴계로14길 1, (회현동3가)","02-753-0701","","65"
"235","Moon's hostel","숙박업(일반)","여관업","서울특별시 중구 남학동 14번지 1호 1~3층","서울특별시 중구 퇴계로28길 6-3, (남학동, 1~3층)","02-2274-8118","","18"
"236","인득여관","숙박업(일반)","여관업","서울특별시 중구 황학동 1214번지 0호","서울특별시 중구 마장로14길 2, (황학동)","02-2237-0797","6","6"
"237","일진장모텔","숙박업(일반)","여관업","서울특별시 중구 회현동1가 194번지 29호","서울특별시 중구 퇴계로6길 3-4, (회현동1가)","02-752-5706","","17"
"238","대양장여관","숙박업(일반)","여관업","서울특별시 중구 광희동1가 160번지 0호","서울특별시 중구 을지로44길 24-15, (광희동1가)","02-2265-5853","24","0"
