문화공간코드,장르분류코드,장르분류명,문화공간명,대표이미지,주소,전화번호,팩스번호,홈페이지,관람시간,관람료(원),휴관일,개관일자,객석수,X좌표,Y좌표,기타사항,무료구분
100934,4,미술관,유리지공예관,http://culture.seoul.go.kr/data/cf/20170615162730.jpg,서울  서초구 우면동,02-578-6663,,http://yoolizzycraftmuseum.org/wp/,,,"매주월요일,공휴일",,,37.45768681,127.0126137,,
100926,1,공연장,상명아트센터,http://culture.seoul.go.kr/data/cf/20170329182040.JPG,서울  종로구 홍지동 7-1,02-538-0058,,www.smarts.or.kr,,,,,,37.60295238,126.9563156,,
100930,4,미술관,아르코미술관,,서울  종로구 동숭동 1-130,02-760-4626,,http://art.arko.or.kr,,,월요일,,,37.58009054,127.0029797,,
100914,11,기타,국립국어원 우리말 꿈터,http://culture.seoul.go.kr/data/cf/20170221142239.jpg,서울  강서구 방화동 827,02-2669-9687,,www.korean.go.kr,,,"토ㆍ일요일, 관공서의 공휴일",,,37.57904996,126.8138119,,
100915,3,박물관/기념관,허준박물관,http://culture.seoul.go.kr/data/cf/20170222102434.JPG,서울  강서구 가양동 26-5  허준박물관,02) 3661-8686,,http://www.heojun.seoul.kr/eduevent/educationProgramView?sMethod=get&Idx=36,,,없음,,,37.5680241,126.8509755,,
100916,1,공연장,서울강서문화원,http://culture.seoul.go.kr/data/cf/20170222105504.jpg,서울  강서구 화곡동 우장산동 111-90,02-2607-4233,,http://www.kcc2000.or.kr,,,,,,37.54472042,126.8437696,,
100923,1,공연장,역삼1강남씨어터,,서울  강남구 역삼동 829-20,02-2176-0724,,,,,,,,37.49535583,127.0332508,,
100925,11,기타,보행전용거리(동대문디자인플라자 주변),,서울  중구 을지로7가 2-1,031-330-4853,,,,,,,,37.56750154,127.0089421,,
100911,11,기타,대치2문화센터 대강당,,서울  강남구 대치동 980-9,02-6712-0701,,,,,,,,37.5022556,127.064169,,
100912,1,공연장,일신홀,,서울  용산구 한남동 714,02-792-8425,,http://ilshinhall.com/index.html,,,,,,37.53717415,127.0055803,,
100919,8,도서관,도곡정보문화도서관,,서울  강남구 도곡동 892-6,02-2176-0788,,http://dogoklib.gangnam.go.kr/?year=2017&month=03,,,,,,37.48833343,127.0389601,,
100920,8,도서관,아리향기작은도서관,http://culture.seoul.go.kr/data/cf/20170303155427.gif,서울  강서구 염창동 53-1  2층 아리향기작은도서관,02-2600-7326,,https://lib.gangseo.seoul.kr/small/use/guide_yeomchang.jsp,,,공휴일,,,37.55373624,126.8709853,,
100922,1,공연장,세실아트홀,http://culture.seoul.go.kr/data/cf/20170313134152.jpg,서울  강남구 신사동 616-7,02 3446 1665,,www.cecil.co.kr,,,없음,,,37.52815277,127.0318444,,
100924,3,박물관/기념관,은평역사한옥박물관,http://culture.seoul.go.kr/data/cf/20170327154325.jpg,서울  은평구 진관동 135-5,02-351-8524,,http://museum.ep.go.kr,,,"월요일, 1월 1일, 설날, 추석 연휴",,,37.64040095,126.9380555,,
100917,4,미술관,겸재정선미술관,http://culture.seoul.go.kr/data/cf/20170223104415.jpg,서울  강서구 가양동 243-1,02-2659-2206,,http://gjjs.or.kr/,,,매주월요일/1월1일/설날/추석당일,,,37.57223185,126.8387099,,
100765,6,문화예술회관,성북여성회관,http://culture.seoul.go.kr/data/cf/20111020144557.gif,서울  성북구 돈암동 606-258   ),02-929-0883,,https://www.sbculture.or.kr/culture/facility/culture10.jsp,,,"정기휴관(매주 일요일), 법정공휴일",,,37.59582164,127.0079853,,
100910,11,기타,은평구평생학습관,http://culture.seoul.go.kr/data/cf/20170209172331.jpg,서울  은평구 역촌동 14-34,070-8933-9901~2,,http://edu.eunpyeong.go.kr/,,,일요일,,,37.6078004,126.9211898,,
100895,3,박물관/기념관,연세대학교 김대중도서관,http://culture.seoul.go.kr/data/cf/20161206110055.JPG,서울  마포구 동교동   서울시 마포구 신촌로 4길 5-26 (동교동 178-9),02-2123-6890,02-320-7777,www.kdjlibrary.org,오전 10시~오후 6시,전석 15000(학생만원),"일요일, 공휴일",2003.11.3,160,37.5569718,126.9296033,,0
100927,11,기타,신도림예술공간 고리,http://culture.seoul.go.kr/data/cf/20170406152234.jpg,서울  구로구 구로동 3-33,02 867 2202,,https://www.artgori.or.kr:40019/,,,"공휴일(국경일 명절), 월요일",,,37.5079891,126.8909248,,
100897,3,박물관/기념관,은평역사한옥박물관,http://culture.seoul.go.kr/data/cf/20161206154209.jpg,서울  은평구 진관동 135-5,02-351-8523~4,,http://museum.ep.go.kr,,,매주 월요일,,,37.6403687,126.9380375,,
100904,6,문화예술회관,개포디지털혁신파크 열림관,http://culture.seoul.go.kr/data/cf/20170111111135.jpg,서울  강남구 개포동 153-153  개포디지털혁신파크 열림관,02-570-4631,,http://sdf.seoul.kr/,,,"토, 일",,,37.4882029,127.0629127,,
